name	type	ra_hours	dec_deg	mag	common_name	aliases
NGC5350	G	13.889342	40.36394	11.5		
NGC5473	G	14.078675	54.89264	11.5		
NGC5879	G	15.162981	57.00019	11.5		
NGC7796	G	23.983269	-55.45831	11.5		
IC5181	G	22.222694	-46.01761	11.5		
NGC0337	G	0.997247	-7.57797	11.5		
NGC0410	G	1.183028	33.15189	11.5		
NGC2427	G	7.607828	-47.63556	11.5		
NGC2865	G	9.391725	-23.16144	11.5		
NGC3054	G	9.907944	-25.70344	11.5		
NGC4151	G	12.175717	39.40572	11.5		
NGC6902	G	20.407817	-43.65353	11.5		IC 4948
IC2067	Neb	4.514175	35.44617	11.5		
NGC2715	G	9.135056	78.08517	11.5		
NGC2742	G	9.125981	60.47933	11.5		
NGC3596	G	11.251725	14.78703	11.5		
NGC5643	G	14.544650	-44.17442	11.5		
NGC5938	G	15.607297	-66.85975	11.5		
IC0334	G	3.754744	76.63831	11.5		
IC3400	*	12.484139	9.40617	11.5		
IC4339	*	13.891342	37.53903	11.5		
IC5117	PN	21.541936	44.59656	11.5		
NGC0685	G	1.795225	-52.76181	11.5		
NGC1501	PN	4.116492	60.92069	11.5		
NGC1560	G	4.546969	71.88311	11.5		
NGC1704	OCl	4.832072	-69.75631	11.5		
NGC1744	G	4.999389	-26.02222	11.5		
NGC1820	OCl	5.067133	-67.26594	11.5		
NGC2276	G	7.453989	85.75456	11.5		
NGC3318	G	10.620975	-41.62756	11.5		
NGC4119	G	12.136006	10.37889	11.5		NGC 4124,IC 3011
NGC4324	G	12.385050	5.25033	11.5		
NGC5485	G	14.119819	55.00169	11.5		
NGC5962	G	15.608800	16.60778	11.5		
NGC5979	PN	15.794739	-61.21786	11.5		
NGC6309	PN	17.234528	-12.91056	11.5	Box Nebula	
NGC6741	PN	19.043611	-0.44939	11.5	Phantom Streak Nebula	
NGC7129	Cl+N	21.716397	66.11297	11.5		
ESO494-026	G	8.103081	-27.52842	11.5		
UGC05373	G	10.000028	5.33222	11.5	Sextans B	
PGC025886	G	9.180406	-8.89069	11.5		
ESO380-006	G	12.259519	-35.62975	11.5		
MWSC3156	GCl	19.695669	-33.99947	11.5		
ESO507-025	G	12.858844	-26.45208	11.6		
ESO183-030	G	18.948872	-54.54544	11.7		
PGC003853	G	1.084689	-6.21239	11.7		
ESO270-017	G	13.579806	-45.54750	11.7	Fourcade-Figueroa	
PGC029653	G	10.183556	-4.69278	11.8	Sextans A	
ESO311-012	G	7.792792	-41.45214	11.8		
ESO495-021	G	8.604203	-26.40939	11.8		
ESO556-015	G	6.351544	-20.04842	11.8		
ESO443-024	G	13.016886	-32.44131	11.8		
ESO269-057	G	13.167897	-46.43733	11.9		
ESO213-011	G	10.282089	-48.88108	11.9		
ESO358-063	G	3.771947	-34.94356	11.9		
ESO380-001	G	12.245867	-35.50981	11.9		
ESO428-011	G	7.258689	-29.35903	11.9		
MWSC3561	GCl	21.777456	-21.25261	11.9		
ESO462-015	G	20.387178	-27.71456	11.9		
ESO142-019	G	19.555267	-58.11425	11.9		
ESO373-008	G	9.555975	-33.03350	11.9		
ESO121-026	G	6.360764	-59.73992	11.9		
ESO273-014	G	14.975103	-47.69894	12.0		
ESO107-004	G	21.058228	-67.18133	12.0		
ESO390-006	GCl	16.477806	-35.35361	12.0		
ESO121-006	G	6.124961	-61.80758	12.6		
B033	DrkN	5.683056	-2.45833		Horsehead Nebula	
C009	HII	22.965000	62.51833		Cave Nebula	
C014	*Ass	2.345000	57.13750		Double Cluster	
C041	OCl	4.448333	15.86667		Hyades	
C099	DrkN	12.521944	-63.74333		Coalsack Nebula	
H13	OCl	17.064167	-48.08333			
HCG079	GGroup	15.986639	20.75861		Seyfert's Sextet	
HCG092	GGroup	22.599722	33.95833		Stephan's Quintet	
Mel111	OCl	12.418333	26.10000		Coma Star Cluster	
